sex,kanji,hiragana,pageid,birth_year,blood_type,height,weight,occupation,education,birth_place,birth_date,nationality,infobox
male,池乃 めだか,いけの めだか,84384,1943.0,B型,149 cm,,,,大阪府守口市,{{生年月日と年齢|1943|7|3}},,-1
male,石塚 英彦,いしづか ひでひこ,84940,1962.0,O型,175 cm,,,,神奈川県横浜市保土ケ谷区,{{生年月日と年齢|1962|2|6}},,-1
male,今田 耕司,いまだ こうじ,95697,1966.0,A型,174 cm,,,,大阪府大阪市天王寺区,{{生年月日と年齢|1966|3|13}},,-1
male,井上 順,いのうえ じゅん,97310,1947.0,AB型,,,タレント歌手俳優,成城学園高等学校中退,{{JPN}}・東京都渋谷区,{{生年月日と年齢|1947|2|21}},,-1
male,池田 政典,いけだ まさのり,124565,1966.0,,,,,,,,,-1
male,稲川 淳二,いながわ じゅんじ,124765,,,167cm,,,,,,,-1
male,犬塚 弘,いぬづか ひろし,130578,1929.0,,,,,,,,,-1
male,飯尾 和樹,いいお かずき,167813,1968.0,O型,172 cm,,,,東京都世田谷区,{{生年月日と年齢|1968|12|22}},,-1
male,あご 勇,あご いさむ,171708,,,,,,,,,,-1
male,石倉 三郎,いしくら さぶろう,171717,1946.0,,,,,,,,,-1
male,石田 靖,いしだ やすし,177972,1965.0,O型,179 cm,,,,{{JPN}} 兵庫県伊丹市,{{生年月日と年齢|1965|12|10}},,-1
male,有吉 弘行,ありよし ひろいき,184665,1974.0,A型[https://www.ohtapro.co.jp/talent/ariyoshihiroiki.html 太田プロ 公式ホームページ],172 cm,,,,広島県安芸郡熊野町,{{生年月日と年齢|1974|05|31}},,-1
male,東 泰久,あずま やすひさ,4936450,,,,,,,,,,-1
male,朝田 淳弥,あさだ じゅんや,4355821,1996.0,,,,,,,,,-1
male,安藤 誠明,あんどう ともあき,4083723,1996.0,,,,,,,,,-1
male,天野 涼,あまの りょう,4030963,1980.0,,,,歌手,埼玉大学大学院文化科学研究科修士課程修了,{{JPN}}・埼玉県さいたま市,{{生年月日と年齢|1980|12|1}},,-1
male,雨澤 祐貴,あめざわ ゆうき,3962613,,,,,,,,,,-1
male,綾小路 諒真,あやのこうじ りょうま,3809498,1980.0,,,,歌手ラジオパーソナリティ俳優BARオーナー,,{{JPN}} 東京都 調布市,{{生年月日と年齢|1980|6|23}},,-1
male,阿部 浩二,あべ こうじ,3475711,1986.0,,,,シンガーソングライター,,{{JPN}}・愛媛県松山市,{{生年月日と年齢|1986|04|7}},,-1
male,東 一声,あずま いっせい,3246631,1886.0,,,,歌手演歌師活動弁士,,{{JPN}} 京都府,1886年4月9日,,-1
male,朝 コータロー,あさ こーたろー,3143315,1942.0,,,,,,,,,-1
male,麻原 彰晃,あさはら しょうこう,3024498,1955.0,,,,,熊本県立盲学校専攻科,,,,-1
male,淡谷 幹彦,あわや みきひこ,2970648,,,,,ギタリスト歌手事業家,,{{JPN}} 東京都,,,-1
male,阿部 顕嵐,あべ あらん,2680671,1997.0,,,,,,,,,-1
male,麻見 和也,あさみ かずや,2641297,1962.0,,,,,,{{JPN}} 静岡県静岡市,{{生年月日と年齢|1962|1|25}},,-1
male,芦野 宏,あしの ひろし,2515352,1924.0,,,,,,,,,-1
male,有田 弘二,ありた こうじ,2440010,1946.0,,,,,,,,,-1
male,安 達明,あだち あきら,2439978,1948.0,,,,歌手,,{{JPN}}・福岡県北九州市,{{生年月日と年齢|1948|9|4|no}},,-1
male,阿保 郁夫,あぼ いくお,2340560,1937.0,,,,,,,,,-1
male,阿部 真也,あべ しんや,2329201,,,,,,,,,,-1
male,有村 竜太朗,ありむら りゅうたろう,2128200,1973.0,,,,シンガーソングライターボーカリストギタリスト作詞家･作曲家,,{{JPN}}・福岡県,{{生年月日と年齢|1973|3|6}},,-1
male,朝月 廣臣,あさづき ひろおみ,1948842,1944.0,,,,,,,,,-1
male,有岡 大貴,ありおか だいき,1720436,1991.0,,,,,,,,,-1
male,麻田 マモル,あさだ まもる,1434239,1951.0,,,,,,,,,-1
male,片桐 仁,かたぎり じん,1649,1973.0,B型,176 cm,,,,{{JPN}}・埼玉県南埼玉郡宮代町,{{生年月日と年齢|1973|11|27}},,-1
male,加藤 茶,かとう ちゃ,43224,1943.0,A型,163 cm,,コメディアン、ミュージシャン、司会者、（ドラマー）、俳優,,{{JPN}}・福島県福島市（東京都世田谷区生まれ）,{{生年月日と年齢|1943|3|1}},日本,-1
male,木梨 憲武,きなし のりたけ,60961,1962.0,,177 cm,,,,{{JPN}}・東京都世田谷区千歳台,{{生年月日と年齢|1962|3|9}},,-1
male,片岡 鶴太郎,かたおか つるたろう,65264,1954.0,,,,,,{{JPN}}・東京都荒川区,{{生年月日と年齢|1954|12|21}},,-1
male,太田 光,おおた ひかり,65661,1965.0,O型,170 cm,,,,埼玉県入間郡福岡町（後の上福岡市、現：ふじみ野市）,{{生年月日と年齢|1965|5|13}},,-1
male,小野 ヤスシ,おの ヤスシ,69180,1940.0,AB型,178cm,,,,{{JPN1947}}・鳥取県境港市出生は{{KOR1910}}・咸鏡南道元山府,1940年2月11日,,-1
male,大泉 洋,おおいずみ よう,86283,1973.0,,,,,,,,,-1
male,大村 崑,おおむら こん,160839,,,,,,,,,,-1
male,大竹 一樹,おおたけ かずき,165743,1967.0,O型,170 cm,,,,東京都墨田区,{{生年月日と年齢|1967|12|8}},,-1
male,上島 竜兵,うえしま りゅうへい,168302,1961.0,AB型{{R|vip-times}},162 cm{{R|ohtapro}},,,,兵庫県氷上郡春日町（現・丹波市）,{{生年月日|1961|1|20|死去}},,-1
male,柄本 明,えもと あきら,171875,1948.0,,,,,,,,,-1
male,榎本 健一,えのもと けんいち,188397,1904.0,,,,,,,,,-1
male,梅垣 義明,うめがき よしあき,211312,1959.0,,,,,,,,,-1
male,上田 晋也,うえだ しんや,254617,1970.0,O型,172 cm,,,,熊本県熊本市南区南高江,{{生年月日と年齢|1970|5|7}},,-1
male,大宮 敏充,おおみや としみつ,450988,1913.0,,,,,,,,,-1
male,笠原 拓巳,かさはら たくみ,486045,1995.0,,,,,,,,,-1
male,大泉 滉,おおいずみ あきら,506855,1925.0,,,,,,,,,-1
male,伊藤 俊介,いとう しゅんすけ,4443712,1989.0,A型,,,,,{{JPN}} 千葉県,{{生年月日と年齢|1989|8|8}},,-1
male,石田 瑛二,いしだ えいじ,4396603,1929.0,,,,,,,,,-1
male,生駒家 一夫,いこまや かずお,3216939,,,,,,,,,,-1
male,阿部 昇二,あべ しょうじ,2985988,1922.0,,,,,,,,,-1
male,井上 裕介,いのうえ ゆうすけ,2581169,1980.0,A型,163 cm,,,,大阪府大阪市大淀区,{{生年月日と年齢|1980|03|01}},,-1
male,池田 輝郎,いけだ てるお,2510232,1953.0,AB型,,,歌手,,{{JPN}}・佐賀県伊万里市,{{生年月日と年齢|1953|2|18}},,-1
male,赤井 タンク,あかい タンク,2182169,1944.0,,,,,,,,,-1
male,井倉 光一,いぐら こういち,2030598,1961.0,,,,歌手・タレント,,{{JPN}}・神奈川県川崎市,{{生年月日と年齢|1961|10|24}},,-1
male,石田 明,いしだ あきら,1685020,1980.0,B型,,,,,{{JPN}}・大阪府大阪市大淀区,{{生年月日と年齢|1980|02|20}},,-1
male,池末 信,いけすえ しん,1616412,1966.0,,,,,,,,,-1
male,泉 和助,いずみ わすけ,1480096,1919.0,,,,コメディアン、俳優,,,{{生年月日と年齢|1919|2|11|no}},,-1
male,石井 均,いしい きん,1476119,1927.0,,,,,,,,,-1
male,植木 等,うえき ひとし,1416848,1927.0,,,,,,,,,-1
male,有馬 是馬,ありま これま,1312564,1906.0,,,,,,,,,-1
male,有野 晋哉,ありの しんや,911145,1972.0,,180 cm,,,,大阪府大阪市此花区,{{生年月日と年齢|1972|2|25}},,-1
male,井本 貴史,いのもと たかふみ,429956,1978.0,B型,171cm,,,,{{JPN}}・奈良県北葛城郡王寺町,{{生年月日と年齢|1978|1|27}},,-1
male,有島 一郎,ありしま いちろう,399945,1916.0,,,,,,,,,-1
male,あいはら 雅一,あいはら まさかず,351733,1969.0,A型,172cm,,,,{{JPN}}・大阪府岸和田市,{{生年月日と年齢|1969|9|6}},,-1
male,市村 俊幸,いちむら としゆき,299973,1920.0,,,,,,,,,-1
male,池畑 慎之介,いけはた しんのすけ,281966,1952.0,,,,,,,,,-1
male,いかりや 長介,いかりや ちょうすけ,253727,1931.0,,175 cm,,,,{{JPN}}・東京市本所区中之郷横川町（現在の東京都墨田区東駒形）,{{生年月日|1931|11|1}},,-1
male,鳳 啓助,おおとり けいすけ,750019,1923.0,,,,,,,,,-1
male,江戸 家猫八,えどや ねこはち,988927,1868.0,,,,,,,,,-1
male,木下 華声,きのした かせい,989066,1911.0,,,,,,,,,-1
male,東 八郎,あずま はちろう,248787,,,,,,,{{JPN}}・東京都台東区浅草,1936年5月31日,,-1
male,井沢 八郎,いざわ はちろう,227038,,,,,,,,{{生年月日と年齢|1937|3|18|no}}{{Flagicon|JPN1889}} 日本 青森県弘前市,,-1
male,岩尾 望,いわお のぞむ,195221,1975.0,B型,171 cm,,,,大阪府大阪市東住吉区,{{生年月日と年齢|1975|12|19}},,-1
male,石塚 義之,いしづか よしゆき,193742,1975.0,A型,178cm,,,,{{JPN}}・東京都江戸川区,{{生年月日と年齢|1975|3|26}},,-1
male,石井 正則,いしい まさのり,193738,1973.0,O型{{R|horipro}},158 cm{{R|horipro}},,,,{{JPN}}・神奈川県横浜市保土ケ谷区,{{生年月日と年齢|1973|3|21}}{{Cite web|和書|date= |url=https://www.horipro.co.jp/ishiimasanori/|title= 石井正則|publisher=ホリプロ・ブッキング・エージェンシー|accessdate=2025-06-21}},,-1
male,車 だん吉,くるま だんきち,112961,1943.0,A型,177 cm,,,,{{JPN}}・東京都江東区,{{生年月日と年齢|1943|12|6}},,-1
female,金子 美保,かねこ みほ,135056,1981.0,,,,,,,,,-1
male,桑野 信義,くわの のぶよし,142849,1957.0,,,,,,,,,-1
male,黒田 有,くろだ たもつ,351226,1970.0,A型,168cm,,,,大阪府東大阪市,{{生年月日と年齢|1970|1|29}},,-1
female,片瀬 まひろ,かたせ まひろ,668140,1978.0,,,,,,,,,-1
female,河井 日奈子,かわい ひなこ,802121,,,,,,,,,,-1
female,勝木 友香,かつき ゆうか,900051,1978.0,,,,,,,,,-1
female,加藤 美月,かとう みづき,913695,1996.0,,,,,,,,,-1
female,加東 希望,かとう のぞみ,1113856,1992.0,,,,,,,,,-1
female,神代 ひまり,かみしろ ひまり,1308845,1988.0,,,,,,,,,-1
female,金子 彩,かねこ あや,1559338,1988.0,,,,,,,,,-1
female,勝野 七奈美,かつの ななみ,1826815,1979.0,,,,,,,,,-1
female,佳山 真子,かやま まこ,2325110,,,,,,,,,,-1
female,かとうかな 子,かとう かなこ,2476626,1986.0,,,,,,,,,-1
female,河合 洋美,かわい ひろみ,2597135,1981.0,,,,,,,,,-1
female,金光 みり愛,かねみつ みりあ,2897822,1994.0,,,,,,,,,-1
female,片岡 ミカ,かたおか みか,2949959,1986.0,,,,,,,,,-1
male,おおくぼ 良太,おおくぼ りょうた,4605302,1952.0,,,,シンガーソングライター、タレント、司会者、コメディアン,千葉県敬愛高等学校（現：横芝敬愛高等学校）,{{JPN}} 千葉県八日市場市（現・匝瑳市）,{{生年月日と年齢|1952|9|10}},,-1
male,兼近 大樹,かねちか だいき,4052728,1991.0,O型,172 cm,,,,{{JPN}}・北海道札幌市北区新川,{{生年月日と年齢|1991|5|11}},,-1
male,川西 賢志郎,かわにし けんしろう,3926578,1984.0,O型,170cm,,,,{{JPN}} 大阪府東大阪市,{{生年月日と年齢|1984|01|29}},,-1
male,海老谷 浩,えびたに ひろし,3625749,1985.0,B型,178 cm,,,,{{JPN}}・山口県 周南市,{{生年月日と年齢|1985|07|26}},,-1
male,金井 俊夫,かない としお,3524130,,,,,,,,,,-1
male,鏡 勘平,かがみ かんぺい,3148261,1928.0,,,,,,,,,-1
male,小倉 繁,おぐら しげる,2910956,1904.0,,,,,,,,,-1
male,植野 行雄,うえの ゆきお,2767140,1981.0,O型,178cm,80kg,,,{{JPN}} 大阪府吹田市,{{生年月日と年齢|1981|7|17}},,-1
male,木本 武宏,きもと たけひろ,2659151,1971.0,A型,178 cm,,,,{{JPN}}・大阪府大東市,{{生年月日と年齢|1971|5|6}},,-1
male,小那覇 舞天,おなは ぶーてん,2325708,1897.0,,,,,,,,,-1
male,長田 庄平,おさだ しょうへい,2289464,1980.0,A型,168 cm,,,,京都府京都市上京区,{{生年月日と年齢|1980|1|28}},,-1
male,大竹 タモツ,おおたけ たもつ,2131163,,,,,,,,,,-1
male,川島 明,かわしま あきら,2078741,1979.0,AB型,179 cm,,,,京都府宇治市,{{生年月日と年齢|1979|2|3}}{{Cite web|和書|url= {{吉本プロフィール|92}} |title=麒麟 プロフィール｜吉本興業株式会社 |accessdate=2020-01-17 |publisher=吉本興業}},,-1
male,内村 光良,うちむら てるよし,1867354,1964.0,AB型,169 cm[https://www.maseki.co.jp/talent/uchan_nanchan マセキ芸能社によるプロフィール],,,,{{JPN}}・熊本県人吉市（出生地は同県球磨郡上村〈現・同県同郡あさぎり町〉）,{{生年月日と年齢|1964|7|22}},,-1
male,木下 隆行,きのした たかゆき,1847527,1972.0,A型,183cm,,,,大阪府四條畷市,{{生年月日と年齢|1972|1|16}},,-1
male,神田 瀧夢,かんだ ろむ,1490620,,,,,,,,,,-1
male,岸井 明,きしい あきら,1274215,1910.0,,,,,,,,,-1
male,木戸 新太郎,きど しんたろう,1267724,1916.0,,,,,,,,,-1
male,小野 栄一,おの えいいち,1019071,1930.0,,,,,,,,,-1
female,河村 めぐみ,かわむら めぐみ,331483,1983.0,,,,,,,,,-1
male,沢田 研二,さわだ けんじ,48387,1948.0,,,,{{Hlist-comma|歌手|俳優|ソングライター}},京都府立鴨沂高等学校中退,{{JPN}} 鳥取県岩美郡津ノ井村（現・鳥取市）,{{生年月日と年齢|1948|6|25}},,-1
female,河村 公美,さの くみ,547093,1980.0,,,,,,,,,-1
female,韓 英恵,かん はなえ,714356,1990.0,,,,,,,,,-1
female,川崎 郁美,かわさき いくみ,740716,1980.0,,,,,,,,,-1
female,北浦 共笑,きたうら ともえ,893408,1969.0,,,,,,,,,-1
male,田原 俊彦,たはら としひこ,84182,1961.0,B型,,,{{hlist-comma|歌手|俳優|タレント}},山梨県立甲府工業高等学校卒業,{{Flagicon|山梨県}} 山梨県甲府市,{{生年月日と年齢|1961|2|28}}{{Flagicon|神奈川県}}神奈川県横須賀市,,-1
female,霧島 れいか,きりしま れいか,951762,1972.0,,,,,,,,,-1
female,桐山 紗知,きりやま さち,1175144,,,,,,,,,,-1
male,城島 茂,じょうしま しげる,93469,1970.0,,,,,,,,,-1
female,木舩 香織,きふね かおり,1202734,1979.0,,,,,,,,,-1
female,神崎 愛瑠,かんざき あいる,1361641,1996.0,,,,,,,,,-1
female,川瀬 南,かわせ みなみ,1520503,1986.0,,,,,,,,,-1
female,神崎 美優,かんざき みゆう,1564635,1994.0,,,,,,,,,-1
female,川又 静香,かわまた しずか,2072080,1988.0,,,,,,,,,-1
male,真田 広之,さなだ ひろゆき,96415,1960.0,,,,,,,,,-1
female,木島 杏奈,きじま あんな,2119055,1998.0,,,,,,,,,-1
female,木口 千佳,きぐち ちか,2478645,1983.0,,,,,,,,,-1
female,川端 さき,かわばた さき,2542182,1990.0,,,,,,,,,-1
female,岸 明日香,きし あすか,2643321,1991.0,,,,,,,,,-1
male,嶋 大輔,しま だいすけ,103065,1964.0,,,,,,,,,-1
female,木谷 有里,きたに ゆり,2663860,1987.0,,,,,,,,,-1
female,喜屋 武里奈,きゃん りな,2758013,1992.0,,,,,,,,,-1
male,千葉 涼平,ちば りょうへい,167105,1984.0,B型,,,歌手、ダンサー,,{{JPN}}・北海道札幌市,{{生年月日と年齢|1984|11|18}},,-1
male,橘 慶太,たちばな けいた,230235,1985.0,公式上不明,,,歌手、ダンサー、作曲家,,{{JPN}}・福岡県,{{生年月日と年齢|1985|12|16}},,-1
male,佐藤 アツヒロ,さとう アツヒロ,243253,1973.0,,,,,,,,,-1
male,高橋 良明,たかはし よしあき,274705,1972.0,,,,,,,,,-1
male,高崎 晃,たかさき あきら,298727,1961.0,A型,,,ミュージシャンギタリスト,明治大学付属中野高等学校定時制卒,"{{JPN}},大阪府大阪市東住吉区",{{生年月日と年齢|1961|2|22}},,-1
male,太川 陽介,たがわ ようすけ,379118,1959.0,,,,,,,,,-1
male,曾我 泰久,そが やすひさ,472852,1963.0,A型,,,シンガーソングライターミュージカル俳優,堀越高等学校卒業,"{{JPN}}, 東京都北区",{{生年月日と年齢|1963|1|7}},,-1
male,佐藤 寛之,さとう ひろゆき,500439,1970.0,,168 cm,,歌手・俳優,,{{JPN}}・千葉県鎌ケ谷市,{{生年月日と年齢|1970|11|2}},,-1
male,田頭 信幸,たがしら のぶゆき,811981,1953.0,,,,,,{{JPN}} 長崎県 佐世保市,{{生年月日と年齢|1953|10|27}},,-1
male,志賀 泰伸,しが やすのぶ,1005068,1968.0,,,,,,,,,-1
male,渋谷 哲平,しぶや てっぺい,1016876,1961.0,,,,,,,,,-1
male,高木 延秀,たかぎ のぶひで,1088224,1970.0,,,,,,,,,-1
male,田中 宏幸,たなか ひろゆき,1569660,1960.0,O型,,,ベーシスト,,{{JPN}}大阪市東住吉区,1960年8月25日,,-1
female,木下 春菜,きのした はるな,5048490,,,160cm,,モデル、画家,武蔵野美術大学,北海道函館市,非公表,,-1
female,北 桂子,きた けいこ,4874278,1935.0,,,,,,,,,-1
female,川口 優菜,かわぐち ゆうな,4842752,1994.0,,,,,,,,,-1
female,菊池 ゆう,きくち ゆう,4630016,,,,,,,,,,-1
female,木下 遥,きのした はるか,4593649,1997.0,,,,,,,,,-1
female,木村 のぞみ,きむら のぞみ,4547770,1987.0,,,,美術家工芸家美術モデル,神戸芸術工科大学,大阪府大阪市,1987年10月2日,日本,-1
female,岸 みゆ,きし みゆ,4543226,2001.0,,,,,,,,,-1
female,北島 瑠果菜,きたじま るかな,4405788,1999.0,,,,,,,,,-1
female,河辺 ほのか,かわべ ほのか,4233280,1998.0,,,,,,,,,-1
female,木野山 ゆう,きのやま ゆう,4172633,1994.0,,,,,,,,,-1
female,川村 茉由,かわむら まゆ,4110521,1991.0,,,,,,,,,-1
female,北岡 えれな,きたおか えれな,4100000,1996.0,,,,,,,,,-1
female,川村 安奈,かわむら あんな,3826672,1993.0,,,,,,,,,-1
female,河村 友歌,かわむら ゆか,3462160,1995.0,,,,,,,,,-1
female,菅野 麻友,かんの まゆ,3154312,1994.0,,,,,,,,,-1
female,神崎 朱里,かんざき あかり,3045524,1993.0,,,,,,,,,-1
female,川辺 優紀子,かわべ ゆきこ,2928622,1991.0,,,,,,,,,-1
female,清田 絵里加,きよた えりか,2832886,1990.0,,,,,,,,,-1
female,綺咲 あみ,きさき あみ,2759700,,,,,,,,,,-1
female,加藤 凪海,かとう ななみ,4817527,1998.0,,,,,,,,,-1
female,金勢 さき子,かなせ さきこ,4729914,1934.0,,,,,東京都立目黒高等学校,{{JPN}} 石川県金沢市{{Cite book |和書|author=木村文平 |editor= |title=鉄鋼三国志 |volume=天の巻 |edition= |number= |publisher=鋼材新聞社 |year=1961 |page=34 |id={{NDLJP|1359938/23}}}},{{生年月日|1934|1|20}}{{Cite book |和書|author=栃窪宏男 |editor= |title=二つの祖国を生きた：続・日系インドネシア人 |volume= |edition= |number= |publisher=サイマル出版会 |year=1983.9 |page=206 |id={{NDLJP|12260397/115}}}},,-1
female,片岡 未優,かたおか みゆ,4354494,1999.0,,,,,,,,,-1
female,嘉手苅 真愛,かでかる まりあ,4251392,2005.0,,,,,,,,,-1
female,神向 ふき,かむい ふき,4249820,1994.0,,,,,,,,,-1
female,金子 エミ,かねこ えみ,4145344,1970.0,,,,,,,,,-1
female,兼子 真央,かねこ まお,4143807,1990.0,,,,,,,,,-1
female,門松 みゆき,かどまつ みゆき,4100593,1993.0,,,,,,{{JPN}} 神奈川県小田原市,{{生年月日と年齢|1993|3|24}},,-1
female,川井 優沙,かわい ゆうさ,4032829,1993.0,,,,,,,,,-1
female,河内 美里,かわうち みさと,3970497,1997.0,,,,,,,,,-1
female,勝海 麻衣,かつみ まい,3932006,1994.0,,,,,,,,,-1
female,上枝 恵美加,かみえだ えみか,3858617,1994.0,,,,,,,,,-1
female,烏丸 あやの,からすま あやの,3856214,1997.0,,,,,,,,,-1
female,神谷 玲子,かみや れいこ,3657442,1984.0,,,,,,,,,-1
female,金田 彩奈,かねだ あやな,3628092,1989.0,,,,,,,,,-1
female,加藤 小夏,かとう こなつ,3592706,1999.0,,,,,,,,,-1
male,添田 陵輔,そえだ りょうすけ,5124300,2003.0,,,,,,,,,-1
male,寺尾 香信,てらお こうしん,4875297,2003.0,,,,,,,,,-1
male,戸田 健太,とだ たつひろ,4864160,1988.0,,,,,,,,,-1
male,田倉 暉久,たくら てるひさ,4787942,2003.0,,,,,,,,,-1
male,高橋 わたる,たかはし わたる,4608844,2000.0,,,,,,,,,-1
male,髙塚 大夢,たかつか ひろむ,4443874,1999.0,,,,,,,,,-1
male,佐野 雄大,さの ゆうだい,4432513,2000.0,,,,,,,,,-1
male,田島 将吾,たじま しょうご,4395774,1998.0,,,,,,,,,-1
male,近田 力丸,ちかだ りきまる,4338245,1993.0,,,,,,,,,-1
male,佐野 文哉,さの ふみや,4312472,1997.0,,,,,,,,,-1
male,佐藤 景瑚,さとう けいご,4057818,1998.0,,,,,,,,,-1
male,白岩 瑠姫,しろいわ るき,4052623,1997.0,,,,,,,,,-1
male,鶴房 汐恩,つるぼう しおん,4048957,2000.0,,,,,,,,,-1
male,東城 祐季,とうじょう ゆうき,3407285,1988.0,,,,,,,,,-1
male,豊川 誕,とよかわ じょう,2305657,1958.0,,,,,,,,,-1
female,片瀬 成美,かたせ なるみ,3522220,1992.0,,,,,,,,,-1
female,神尾 美月,かみお みずき,3378879,1996.0,,,,,,,,,-1
female,加藤 桃子,かとう ももこ,3318248,1992.0,,,,,,,,,-1
female,叶瀬 千紗,かなせ ちさ,3189285,1998.0,,,,,,,,,-1
male,野口 五郎,のぐち ごろう,42949,1956.0,,,,{{Hlist-comma|歌手|俳優|タレント|情報技術者|実業家}},,{{JPN}} 岐阜県美濃市,{{生年月日と年齢|1956|2|23}},,-1
male,錦織 一清,にしきおり かずきよ,124202,1965.0,,,,,,,,,-1
male,布川 敏和,ふかわ としかず,171884,1965.0,,,,,,,,,-1
male,橋 幸夫,はし ゆきお,210824,,A型,,,俳優、ミュージシャン,城西大学附属城西高等学校卒業『読売年鑑 2016年版』（読売新聞東京本社、2016年）p.518,{{JPN}}・東京府東京市荒川区（現・東京都荒川区）,{{生年月日と年齢|1943|5|3|no}},,-1
male,舟木 一夫,ふなき かずお,233127,,O型,,,歌手、タレント,自由ヶ丘学園高等学校,{{JPN}} 愛知県中島郡萩原町（現・一宮市）,{{生年月日と年齢|1944|12|12}},,-1
male,錦野 旦,にしきの あきら,234799,1948.0,A型,,,歌手タレント,大分県立芸術短期大学附属別府緑ヶ丘高等学校（現・大分県立芸術緑丘高等学校）卒業,{{JPN}} 大分県大分市中島{{Cite journal |和書 |author = |title = 決定!保存版 '76 ALLスタアLIST にしきの あきら |journal = スタア |issue = 1976年2月号 |publisher = 平凡出版 |page = 103 }},{{生年月日と年齢|1948|12|14}},,-1
male,中村 亘利,なかむら のぶとし,501413,1970.0,,,,,,,,,-1
male,新田 純一,にった じゅんいち,559696,1963.0,,,,,,,,,-1
male,ひかる 一平,ひかる いっぺい,577143,,,,,,,,,,-1
male,中村 繁之,なかむら しげゆき,601284,1967.0,,,,,,,,,-1
male,樋口 宗孝,ひぐち むねたか,794473,1958.0,A型,,,ミュージシャン音楽プロデューサー,大阪府立藤井寺高等学校,{{JPN}} 奈良県奈良市,{{生年月日と年齢|1958|12|24|死去}},,-1
male,長田 栄二,ながた えいじ,1052671,1955.0,,,,,,,,,-1
male,長岡 尚彦,ながおか なおひこ,1204802,1968.0,,,,,,,,,-1
male,古川 栄司,ふるかわ えいじ,1248167,1971.0,,,,,,,,,-1
male,藤 正樹,ふじ まさき,3093235,1957.0,,,,,,,,,-1
male,西岡 健吾,にしおか けんご,3545738,1997.0,,,,,,,,,-1
